"COMPbase","2013-03-25232841","pauligiraldo"
"Genipin 1-beta-gentiobioside","cpd:C16965",""
"Germacrone","cpd:C16966",""
"Glutinone; Alnusenone","cpd:C16967",""
"Glycyrol; Neoglycyrol","cpd:C16968",""
"Hellebrigenin; Bufotalidin","cpd:C16969",""
"Hinesol","cpd:C16970",""
"Hirsuteine","cpd:C16971",""
"Hirsutine","cpd:C16972",""
"Isoarborinol","cpd:C16973",""
"Isocyperol","cpd:C16974",""
"Isoelemicin","cpd:C16975",""
"Isoimperatorin","cpd:C16976",""
"Isokobusone","cpd:C16977",""
"Isoliquiritin","cpd:C16978",""
"Isomangiferin","cpd:C16979",""
"Isorhynchophylline","cpd:C16980",""
"Kaempferitrin; Kaempferol-dirhamnoside; Lespenefril","cpd:C16981",""
"Kakuol; Kakoul","cpd:C16982",""
"Kobusone","cpd:C16983",""
"Laurolitsine","cpd:C16984",""
"Leonurine; Norboldine","cpd:C16985",""
"Licoricidin","cpd:C16986",""
"Ligustilide","cpd:C16987",""
"Linderenol; Linderene","cpd:C16988",""
"Liquiritin; Liquiritigenin-4'-beta-glucoside","cpd:C16989",""
"Lupenone","cpd:C16990",""
"Magnocurarine","cpd:C16991",""
"Callinecdysone A","cpd:C16992",""
"Ectocarpen","cpd:C16993",""
"Anthopleurine","cpd:C16994",""
"Methyl palmitate","cpd:C16995",""
"Methyl nigakinone","cpd:C16996",""
"Michelalbine","cpd:C16997",""
"Pavoninin 1","cpd:C16998",""
"Futalosine","cpd:C16999","ko00130"
"Morroniside","cpd:C17000",""
"Neocnidilide","cpd:C17002",""
"Neogitogenin","cpd:C17003",""
"Kalihinol A","cpd:C17004",""
"Callytriol C","cpd:C17005",""
"Axisothiocyanate 3","cpd:C17007",""
"Mycalamide A","cpd:C17008",""
"Mycalamide B","cpd:C17009",""
"de-Hypoxanthine futalosine; Dehypoxanthine futalosine","cpd:C17010","ko00130"
"Leonuridine","cpd:C17011",""
"Nigakilactone A; Quassin","cpd:C17012",""
"Nigakilactone B; Simalikalactone A; Quassin","cpd:C17013",""
"Nemertelline","cpd:C17016",""
"Cyclic de-hypoxanthine futalosine","cpd:C17017","ko00130"
"1,4-Dihydroxy-6-naphthoate","cpd:C17018","ko00130"
"Navenone A","cpd:C17019",""
"Navenone B","cpd:C17020",""
"Navenone C","cpd:C17021",""
"O-Phosphoseryl-tRNA(Cys)","cpd:C17022","ko00970"
"Sulfur donor; S-donor","cpd:C17023",""
"Mosesin 4","cpd:C17024",""
"Holothurin","cpd:C17025",""
"L-Pyrrolysyl-tRNA(Pyl)","cpd:C17027","ko00970"
"Nigakilactone C; Quassin","cpd:C17029",""
"Nigakilactone E","cpd:C17030",""
"Nigakilactone F","cpd:C17031",""
"Nigakilactone H","cpd:C17032",""
"Nigakilactone K","cpd:C17033",""
"Nigakilactone L","cpd:C17034",""
"Nigakilactone M","cpd:C17035",""
"Nigakilactone N","cpd:C17036",""
"Ophiopogonin B","cpd:C17038",""
"Obtusifolin","cpd:C17039",""
"Obtusin","cpd:C17040",""
"Ophiopogonin A","cpd:C17041",""
"Ophiopogonin D","cpd:C17042",""
"Ophiopogonin C","cpd:C17043",""
"Pachymic acid","cpd:C17044",""
"Physcion; Emodin monomethyl ether; Rheochrysidin; Parienin","cpd:C17045",""
"Phellodendrine","cpd:C17046",""
"Phellopterin","cpd:C17047",""
"Forsythin; Phillyrin","cpd:C17048",""
"Picrasin A; Nigakilactone G","cpd:C17049",""
"Picrasin B; Nigakilactone I","cpd:C17050",""
"Picrasin D","cpd:C17051",""
"Picrasin E","cpd:C17052",""
"Picrasin F","cpd:C17053",""
"Picrasin G","cpd:C17054",""
"Picrocrocin","cpd:C17055",""
"Plantaginin; Scutellarein 7beta-D-glucopyranoside","cpd:C17056",""
"Puerarin xyloside","cpd:C17057",""
"Resibufogenin; Bufogein","cpd:C17058",""
"Rhamnocitrin; 7-Methylkaempferol; 3,4',5-Trihydroxy-7-methoxyflavone","cpd:C17059",""
"Isotetrandrine","cpd:C17060",""
"Rubidium cation; Rb+; Rubidium(1+); Rubidium ion","cpd:C17061",""
"Safranal","cpd:C17062",""
"Salicifoline","cpd:C17063",""
"Schizandrin","cpd:C17064",""
"Sesquicarene","cpd:C17065",""
"Shanzhiside","cpd:C17066",""
"Siaresinol; Siaresinolic acid","cpd:C17067",""
"Valerosidatum; Valerosidate","cpd:C17068",""
"Sophoranol; 5-Hydroxymatrine","cpd:C17069",""
"Sumaresinol; Sumaresinolic acid","cpd:C17070",""
"Sweroside","cpd:C17071",""
"Telocinobufagin","cpd:C17072",""
"Terpineol-4; Terpinen-4-ol","cpd:C17073",""
"Timosaponin A-I","cpd:C17074",""
"Timosaponin A-III","cpd:C17075",""
"Tridecanoic acid","cpd:C17076",""
"Tuduranine","cpd:C17077",""
"3-Bromo-tyrosine; 3-Bromotyrosine","cpd:C17079",""
"3,5-Dibromo-tyrosine; 3,5-Dibromotyrosine","cpd:C17080",""
"Worenine","cpd:C17083",""
"6,6'-Dibromoindigotin; 6,6'-Dibromoindigo; Tyrian purple","cpd:C17084",""
"Zederone","cpd:C17085",""
"Tyrindoxyl sulfate","cpd:C17086",""
"dTDP-(3R)-amino-3,6-dideoxy-D-glucose; dTDP-3-amino-3,6-dideoxy-D-allose","cpd:C17087",""
"alpha-Bergamotene","cpd:C17088",""
"6-Chloroindole; 6-Chloro-1H-indole","cpd:C17089",""
"alpha-Cyperone","cpd:C17090",""
"alpha-Sanshool","cpd:C17091",""
"Clionamide","cpd:C17092",""
"dTDP-3-amino-4,6-deoxy-3,4-dehydroglucose","cpd:C17093",""
"beta-Elemene","cpd:C17094",""
"Caulerpin","cpd:C17097",""
"Lanosol; 2,3-Dibromo-4,5-dihydroxybenzyl alcohol","cpd:C17098",""
"Aeroplysinin 1","cpd:C17099",""
"Thelepin","cpd:C17100",""
"3,5-Dinitroguaiacol","cpd:C17101",""
"Cartilagineal","cpd:C17102",""
"Costatol","cpd:C17103",""
"Costatone","cpd:C17104",""
"Plocamene D","cpd:C17105",""
"Mertensene","cpd:C17106",""
"Violacene","cpd:C17107",""
"Plocamene E","cpd:C17108",""
"Plocamene C","cpd:C17109",""
"Plocamene B","cpd:C17110",""
"Caespitol","cpd:C17111",""
"Isocaespitol","cpd:C17112",""
"Furocaespitane","cpd:C17113",""
"Spirolaurenone","cpd:C17114",""
"Nidificene; Intricatene","cpd:C17116",""
"Nidifidienol","cpd:C17117",""
"Elatol; (+)-Elatol","cpd:C17118",""
"beta-Gurjunene","cpd:C17120",""
"Obtusol; Spiro(5.5)undecan-3-ol, 2,9-dibromo-8-chloro-1,1,9-trimethyl-5-methylene-, (2S,3R,6S,8S,9S)-","cpd:C17121",""
"epi-Friedelanol; beta-Friedelinol","cpd:C17123",""
"gamma-Eudesmol; Machilol; Selinenol; Uncineol","cpd:C17124",""
"(-)-Isomenthone; l-Isomenthone","cpd:C17125",""
"Neobyakangelicol","cpd:C17126",""
"Prepacifenol epoxide","cpd:C17127",""
"Aplysin","cpd:C17132",""
"Filiformin; (-)-Filiformin","cpd:C17133",""
"Filiforminol","cpd:C17135",""
"Laurinterol","cpd:C17136",""
"dTDP-3,4-dioxo-2,6-dideoxy-L-glucose","cpd:C17139",""
"Tribuloside","cpd:C17140",""
"[Heparan sulfate]-glucosamine","cpd:C17141",""
"[Heparan sulfate]-N-sulfoglucosamine","cpd:C17142",""
"3-Octanol","cpd:C17144",""
"3-Octanone","cpd:C17145",""
"4-Guanidino-1-butanol","cpd:C17146",""
"Neochlorogenic acid; trans-Neochlorogenic acid; Neochlorogenate","cpd:C17147",""
"Oleanolic acid; 3beta-Hydroxyolean-12-en-28-oic acid; Astrantiagenin C; Caryophyllin","cpd:C17148",""
"Manoalide","cpd:C17156",""
"Plakortic acid","cpd:C17158",""
"Halistanol sulfate","cpd:C17159",""
"Fistularin 1","cpd:C17160",""
"Fistularin 2","cpd:C17161",""
"Aerophobin 1","cpd:C17162",""
"Aerophobin 2","cpd:C17163",""
"Sceptrin","cpd:C17166",""
"Eudistomin C","cpd:C17167",""
"Eudistomin H","cpd:C17168",""
"Eudistomin N","cpd:C17169",""
"Aplysinal","cpd:C17177",""
"beta-Snyderol","cpd:C17179",""
"Kylinone","cpd:C17181",""
"Rhodolaureol","cpd:C17184",""
"Heterocladol","cpd:C17193",""
"S-Palmitoylprotein; Protein S-palmitoyl-L-cysteine","cpd:C17202",""
"N-Hydroxyl-tryptamine","cpd:C17203","ko00380"
"Indole-3-acetaldoxime N-oxide; IAOx N-oxide","cpd:C17204",""
"(R)-2-O-Sulfolactate","cpd:C17205",""
"Uracil 5-carbaldehyde; 5-Formyluracil","cpd:C17206",""
"1,4-beta-D-Mannooligosaccharide","cpd:C17207",""
"Neosaxitoxin; NeoSTX","cpd:C17208",""
"2-Deoxy-scyllo-inosose; 2-Deoxyinosose; 2-Deoxy-L-scyllo-inosose","cpd:C17209","ko00524;ko01110"
"2-(2'-Methylthio)ethylmalic acid; 2-(2'-Methylthio)ethylmalate","cpd:C17210","ko00966;ko01110;ko01210"
"2-Oxo-5-methylthiopentanoic acid; 5-(Methylthio)-2-oxo-pentanoic acid","cpd:C17211","ko00966;ko01110;ko01210"
"3-(2'-Methylthio)ethylmalic acid; 3-(2'-Methylthio)ethylmalate","cpd:C17212","ko00966;ko01110;ko01210"
"Homomethionine","cpd:C17213","ko00966;ko01110;ko01210"
"2-(3'-Methylthio)propylmalic acid; 2-(3'-Methylthio)propylmalate","cpd:C17214","ko00966;ko01210"
"3-(3'-Methylthio)propylmalic acid; 3-(3'-Methylthio)propylmalate","cpd:C17215","ko00966;ko01210"
"2-Oxo-6-methylthiohexanoic acid; 6-(Methylthio)-2-oxo-hexanoic acid","cpd:C17216","ko00966;ko01110;ko01210"
"Dihomomethionine","cpd:C17217","ko00966;ko01210"
"2-(4'-Methylthio)butylmalic acid; 2-(4'-Methylthio)butylmalate","cpd:C17218","ko00966;ko01210"
"3-(4'-Methylthio)butylmalic acid; 3-(4'-Methylthio)butylmalate","cpd:C17219","ko00966;ko01210"
"2-Oxo-7-methylthioheptanoic acid; 7-(Methylthio)-2-oxo-heptanoic acid","cpd:C17220","ko00966;ko01110;ko01210"
"Trihomomethionine; 2-Amino-7-(methylsulfanyl)heptanoic acid","cpd:C17221","ko00966;ko01210"
"2-(5'-Methylthio)pentylmalic acid; 2-(5'-Methylthio)pentylmalate","cpd:C17222","ko00966;ko01210"
"3-(5'-Methylthio)pentylmalic acid; 3-(5'-Methylthio)pentylmalate","cpd:C17223","ko00966;ko01210"
"2-Oxo-8-methylthiooctanoic acid; 8-Methylthio-2-octanoic acid","cpd:C17224","ko00966;ko01110;ko01210"
"Tetrahomomethionine","cpd:C17225","ko00966;ko01210"
"2-(6'-Methylthio)hexylmalic acid; 2-(6'-Methylthio)hexylmalate","cpd:C17226","ko00966;ko01210"
"3-(6'-Methylthio)hexylmalic acid; 3-(6'-Methylthio)hexylmalate","cpd:C17227","ko00966;ko01210"
"2-Oxo-9-methylthiononanoic acid; 9-Methylthio-2-nonanoic acid","cpd:C17228","ko00966;ko01110;ko01210"
"Pentahomomethionine","cpd:C17229","ko00966;ko01210"
"2-(7'-Methylthio)heptylmalic acid; 2-(7'-Methylthio)heptylmalate","cpd:C17230","ko00966;ko01210"
"3-(7'-Methylthio)heptylmalic acid; 3-(7'-Methylthio)heptylmalate","cpd:C17231","ko00966;ko01210"
"2-Oxo-10-methylthiodecanoic acid; 10-Methylthio-2-decanoic acid","cpd:C17232","ko00966;ko01110;ko01210"
"Hexahomomethionine","cpd:C17233","ko00966;ko01210"
"2-Aminobut-2-enoate; (2Z)-2-aminobut-2-enoic acid; 2-Ammoniobut-2-enoate","cpd:C17234",""
"L-Homophenylalanine","cpd:C17235","ko00966;ko01110;ko01210"
"3-Phenylpropionaldoxim","cpd:C17236","ko00966;ko01210"
"S-(Phenylacetothiohydroximoyl)-L-cysteine","cpd:C17237","ko00966;ko01110;ko01210"
"S-(Hydroxyphenylacetothiohydroximoyl)-L-cysteine","cpd:C17238","ko00966;ko01210"
"p-Hydroxyphenylacetothiohydroximate","cpd:C17239","ko00966;ko01210"
"p-Hydroxybenzyldesulphoglucosinolate; Desulfo-p-hydroxybenzylglucosinolate","cpd:C17240","ko00966;ko01210"
"4-Methylthiobutanaldoxime","cpd:C17241","ko00966;ko01110;ko01210"
"S-(4-Methylthiobutylthiohydroximoyl)-L-cysteine","cpd:C17242","ko00966;ko01110;ko01210"
"4-Methylthiobutylthiohydroximate","cpd:C17243","ko00966;ko01110;ko01210"
"3-Methylthiopropyl-desulfoglucosinolate","cpd:C17244","ko00966;ko01110;ko01210"
"5-Methylthiopentanaldoxime","cpd:C17245","ko00966;ko01210"
"6-Methylthiohexanaldoxime","cpd:C17246","ko00966;ko01210"
"4-Methylthiobutyl-desulfoglucosinolate","cpd:C17248","ko00966;ko01210"
"7-Methylthioheptanaldoxime; 7-(Methylsulfanyl)heptanal oxime","cpd:C17249","ko00966;ko01210"
"Glucolesquerellin; 6-Methylthiohexyl glucosinolate","cpd:C17250","ko00966;ko01110;ko01210"
"8-Methylthiooctanaldoxime","cpd:C17251","ko00966;ko01210"
"7-Methylthioheptyl glucosinolate","cpd:C17252","ko00966;ko01110;ko01210"
"9-Methylthiononanaldoxime","cpd:C17253","ko00966;ko01210"
"8-Methylthiooctyl glucosinolate","cpd:C17254","ko00966;ko01110;ko01210"
"3-Methylbutyraldehyde oxime","cpd:C17255","ko00966;ko01110;ko01210"
"2-Methylpropyl glucosinolate; Isobutyl glucosinolate","cpd:C17256","ko00966;ko01110;ko01210"
"2-Methylbutyl glucosinolate","cpd:C17257",""
"Calcium sulfate hemihydrate","cpd:C17258",""
"desulfo-Glucosinolate; Desulfoglucosinolate","cpd:C17259",""
"Glucosinolate","cpd:C17260",""
"Thiohydroximic acid; Thiohydroximate","cpd:C17261",""
"S-Alkyl-thiohydroximate; S-(2-Amino-2-carboxyethyl)-thiohydroximate; S-Thiohydroximoyl-L-cysteine","cpd:C17262",""
"2-Alkylmalic acid","cpd:C17263",""
"3-Alkylmalic acid","cpd:C17264",""
"Aliphatic oxo acid; 2-Oxo acid with one additional methylene group","cpd:C17265",""
"Homoamino acid","cpd:C17266",""
"S-Sulfanylglutathione; Glutathione hydrodisulfide","cpd:C17267",""
"Pyruvophenone; 1-Phenyl-1,2-propanedione","cpd:C17268","ko00360;map01063;ko01100"
"Glucohirsutin; 8-Methylsulfinyloctyl glucosinolate","cpd:C17271",""
"Glucoarabin; 9-Methylsulfinylnonyl glucosinolate","cpd:C17272",""
"Glucoaubrietin; 4-Methoxybenzyl glucosinolate","cpd:C17273",""
"Glucobarbarin; 2(R)-Hydroxy-2-phenylethyl glucosinolate","cpd:C17274",""
"Glucosisymbrin; 1-Methyl-2-hydroxyetyl glucosinolate","cpd:C17275",""
"Retinol-(cellular-retinol-binding-protein)","cpd:C17276",""
"(+)-Valencene","cpd:C17277","ko00909"
"AL-294; Ethyl 2-chloro-3-(4-(2-methyl-2-phenylpropoxy)phenyl)propanoate","cpd:C17302","map07222"
"AL-321; 5-(4-(2-Methyl-2-phenylpropoxy)benzyl)thiazolidine-2,4-dione","cpd:C17303","map07222"
"Cilazaprilat; (1S,9S)-9-((S)-1-Carboxy-3-phenylpropylamino)-10-oxo-4,6,7,8,9,10-hexahydro-1H-pyridazino[1,2-a][1,2]diazepine-1-carboxylic acid","cpd:C17309",""
"tRNA containing 2-thiouridine; tRNA containing s2U","cpd:C17322","ko04122"
"tRNA containing 5-carboxymethylaminomethyl-2-thiouridine; tRNA containing cnm5s2U","cpd:C17323",""
"tRNA adenine","cpd:C17324",""
"tRNA cytosine","cpd:C17325",""
"CDP-4-dehydro-3,6-dideoxy-D-glucose epimer","cpd:C17326","ko00520"
"CDP-ascarylose","cpd:C17327","ko00520"
"UDP-4-keto-rhamnose","cpd:C17328","ko00520;ko01110"
"7alpha,24-Dihydroxy-4-cholesten-3-one","cpd:C17331","ko00120"
"7alpha,25-Dihydroxy-4-cholesten-3-one","cpd:C17332","ko00120"
"3beta-Hydroxy-5-cholestenoate; 3beta-Hydroxycholest-5-en-27-oic acid","cpd:C17333","ko00120"
"3beta,7alpha-Dihydroxy-5-cholestenoate; 3beta,7alpha-Dihydroxy-5-cholesten-26-oic acid","cpd:C17335","ko00120"
"7alpha,26-Dihydroxy-4-cholesten-3-one","cpd:C17336","ko00120"
"7alpha-Hydroxy-3-oxo-4-cholestenoate","cpd:C17337","ko00120"
"4-Cholesten-7alpha,12alpha-diol-3-one; 7alpha,12alpha-Dihydroxy-4-cholesten-3-one","cpd:C17339","ko00120;ko01100"
"(25S)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA","cpd:C17343","ko00120;ko01100"
"(25R)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA","cpd:C17345","ko00120;ko01100"
"(25S)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA","cpd:C17346","ko00120;ko01100"
"Guanidine; Carbamidine","cpd:C17349",""
"Nocardicin B","cpd:C17350",""
"Nocardicin C","cpd:C17351",""
"Isonocardicin C","cpd:C17352",""
"Nocardicin D","cpd:C17353",""
"Nocardicin F","cpd:C17354",""
"Nocardicin G","cpd:C17355",""
"2-Formyloxymethylclavam","cpd:C17356",""
"2-Hydroxymethylclavam","cpd:C17357",""
"Clavam-2-carboxylate","cpd:C17358",""
"8-Hydroxyalanylclavam","cpd:C17359",""
"Alanylclavam","cpd:C17360",""
"2-Hydroxyethylclavam; Hydroxyethylclavam","cpd:C17361",""
"Clavamycin B","cpd:C17362",""
"Clavamycin C","cpd:C17363",""
"Clavamycin D","cpd:C17364",""
"Clavamycin E","cpd:C17365",""
"(2S,5S)-trans-Carboxymethylproline","cpd:C17366",""
"(3S,5S)-Carbapenam-3-carboxylic acid; (3S,5S)-Carbapenam-3-carboxylate","cpd:C17367",""
"NS-5; 8-Dehydroxythienamycin; 8-Deshydroxythienamycin; Deshydroxythienamycin","cpd:C17368",""
"Northienamycin","cpd:C17369",""
"PS-5; Antibiotic PS 5","cpd:C17370",""
"PS-6; Antibiotic PS 6","cpd:C17371",""
"Epithienamycin A","cpd:C17372",""
"OA-6129 B1","cpd:C17373",""
"OA-6129 B2","cpd:C17374",""
"OA-6129 D","cpd:C17375",""
"OA-6129 E","cpd:C17376",""
"N-Acetylthienamycin","cpd:C17377",""
"O-Acylpseudotropine","cpd:C17378",""
"Lead oxide","cpd:C17379",""
"Diacetylaminoazotoluene; Pellidole; Periphermine","cpd:C17380",""
"Dihydroxyaluminum","cpd:C17381",""
"Ferrous lactate","cpd:C17382",""
"Cobaltous sulfate","cpd:C17383",""
"Citronellal","cpd:C17384",""
"2-Methoxy-5-nitrophenol; 5-Nitroguaiacol","cpd:C17385",""
"2-Methoxy-4-nitrophenol; 4-Nitroguaiacol","cpd:C17386",""
"Cycleanine","cpd:C17387",""
"L-Galacturonic acid calcium salt","cpd:C17388",""
"Zinc lactate","cpd:C17389",""
"Polybutene","cpd:C17390",""
"Sakuranin; NSC 407308","cpd:C17391",""
"Calcium sulfide","cpd:C17392",""
"Methyl hesperidin","cpd:C17393",""
"Karounidiol","cpd:C17394",""
"Clavamycin F","cpd:C17395",""
"Epithienamycin B","cpd:C17396",""
"Epithienamycin C","cpd:C17397",""
"Epithienamycin D","cpd:C17398",""
"Epithienamycin F","cpd:C17399",""
"Asparenomycin A","cpd:C17400",""
"Cobalt-factor III","cpd:C17401","ko00860;ko01100"
"Penicillin F; 2-Pentenylpenicillin","cpd:C17402",""
"Penicillin K; Penicillin A","cpd:C17403",""
"Penicillin X","cpd:C17404",""
"Penicillin O","cpd:C17405",""
"Chinese gallotannin","cpd:C17409",""
"Platycodin D","cpd:C17410",""
"o-Methylpsychotrine; 1',2'-Dehydroemetin","cpd:C17411",""
"Shikonin","cpd:C17412","ko00130;ko01110"
"Acetylshikonin","cpd:C17413",""
"Isobutylshikonin; Isobutyrylshikonin","cpd:C17414",""
"beta,beta-Dimethylacrylshikonin; Dmask","cpd:C17415",""
"Astrapterocarpan; (6aR,11aR)-3-Hydroxy-9,10-dimethoxypterocarpan","cpd:C17416",""
"Onjisaponin F; Polygalasaponin XXXI","cpd:C17417",""
"Genisteine; Genisteine-alkaloid; alpha-Isosparteine","cpd:C17418",""
"Soyasapogenol A","cpd:C17419",""
"Soyasapogenol E","cpd:C17420",""
"Soyasapogenol F; Soyasapogenol B1","cpd:C17421",""
"Soyasapogenol C; Sapogenol C","cpd:C17422",""
"Soyasapogenol D","cpd:C17423",""
"Lindenenone","cpd:C17424",""
"Linderalactone","cpd:C17425",""
"Dicentrine","cpd:C17426",""
"Kanokonol","cpd:C17427",""
"Kanokoside A","cpd:C17428",""
"Kanokoside B; Suspensolide F","cpd:C17429",""
"Kanokoside C","cpd:C17430",""
"Kanokoside D","cpd:C17431",""
"all-trans-Decaprenyl diphosphate","cpd:C17432","ko00130;ko00900;ko01110"
"Tricosane","cpd:C17433",""
"di-trans,poly-cis-Hexaprenyl diphosphate; ditrans,tricis-Hexaprenyl diphosphate","cpd:C17434",""
"di-trans,poly-cis-Pentaprenyl diphosphate; ditrans,dicis-Pentaprenyl diphosphate; 2-cis,6-cis,10-trans,14-trans-Pentaprenyl diphosphate; 2-cis,6-cis,10-trans,14-trans-Geranylfarnesyl diphosphate","cpd:C17435",""
"di-trans,poly-cis-Heptaprenyl diphosphate; ditrans,tetracis-Heptaprenyl diphosphate","cpd:C17436",""
"di-trans,poly-cis-Octaprenyl diphosphate; ditrans,pentacis-Octaprenyl diphosphate","cpd:C17437",""
"di-trans,poly-cis-Nonaprenyl diphosphate; ditrans,hexacis-Nonaprenyl diphosphate","cpd:C17438",""
"Dihydrogeranylgeranyl diphosphate","cpd:C17439",""
"Tetrahydrogeranylgeranyl diphosphate","cpd:C17440",""
"Polygalacin D","cpd:C17441",""
"Isomatrine","cpd:C17442",""
"Platycodin A","cpd:C17443",""
"Kurarinol","cpd:C17444",""
"Kuraridinol","cpd:C17445",""
"Kurarinone","cpd:C17446",""
"(3S,9Z)-1,9-Heptadecadiene-4,6-diyn-3-ol; (+)-Falcarinol","cpd:C17447",""
"Astilbin","cpd:C17449",""
"Rehmaionoside A","cpd:C17450",""
"Rehmaionoside B","cpd:C17451",""
"Rehmaionoside C","cpd:C17452",""
"Paeoniflorigenone","cpd:C17453",""
"Paeonilactone A","cpd:C17454",""
"Paeonilactone B","cpd:C17455",""
"Paeonilactone C","cpd:C17456",""
"Albiflorin","cpd:C17457",""
"Gallotannin; 1,3,6-Tri-o-galloyl-beta-D-glucose","cpd:C17458",""
"Alisol A","cpd:C17459",""
"Alisol B","cpd:C17460",""
"Alisol C","cpd:C17461",""
"Alismol","cpd:C17462",""
"Nupharidine","cpd:C17463",""
"Nupharamine","cpd:C17464",""
"Parishin B","cpd:C17465",""
"Parishin C","cpd:C17466",""
"p-Hydroxybenzyl alcohol; 4-Hydroxybenzyl alcohol; p-Methylolphenol","cpd:C17467",""
"Methylprotodioscin","cpd:C17468",""
"Pseudoprotodioscin","cpd:C17469",""
"Asparasaponin II","cpd:C17470",""
"Ophiopogonone A","cpd:C17471",""
"Ophiopogonone B","cpd:C17472",""
"Methylophiopogonone A","cpd:C17473",""
"Methylophiopogonone B","cpd:C17474",""
"Ophiopogonanone A","cpd:C17475",""
"Osthenol-7-O-beta-D-gentiobioside","cpd:C17476",""
"D-Galacturonic acid calcium salt","cpd:C17477",""
"Calcium oxalate","cpd:C17478",""
"Fraxidin; 8-Hydroxy-6,7-dimethoxy-2H-1-benzopyran-2-one","cpd:C17479",""
"Isofraxidin; 7-Hydroxy-6,8-dimethoxy-2H-1-benzopyran-2-one","cpd:C17480",""
"(-)-Deltoin","cpd:C17482",""
"Hamaudol","cpd:C17483",""
"sec-o-Glucosylhamaudol","cpd:C17484",""
"Ignavine","cpd:C17485",""
"Coryneine","cpd:C17486",""
"Platycodin C","cpd:C17487",""
"Furanogermenone","cpd:C17488",""
"(4S,5S)-(+)-Germacrone 4,5-epoxide","cpd:C17489",""
"Zedoarol","cpd:C17490",""
"13-Hydroxygermacrone","cpd:C17491",""
"Curcumenone","cpd:C17492",""
"Curdione","cpd:C17493",""
"Turmerone","cpd:C17494",""
"[8]-Gingerol; (8)-Gingerol","cpd:C17495",""
"(10)-Gingerol","cpd:C17496",""
"Zingerone; Zingiberone; Vanillylacetone; [0]-Paradol","cpd:C17497",""
"Galanolactone; (+)-Galanolactone","cpd:C17498",""
"Notopterol","cpd:C17499",""
"6-Iminocyclohexa-2,4-dienone; 1,2-Benzoquinone monoimine","cpd:C17500",""
"Cyperotundone; Cyperenone","cpd:C17501",""
"Sugetriol","cpd:C17502",""
"Cnidilin; Isophellopterin","cpd:C17503",""
"Sugeonol","cpd:C17504",""
"Cyperene; (-)-Cyperene","cpd:C17505",""
"Sugeonyl acetate","cpd:C17506",""
"Palmatoside G","cpd:C17507",""
"Isocolumbin","cpd:C17508",""
"Thymine dimer; Cyclobutadithymine (in DNA); cis-syn Thymine dimer; T-T dimer","cpd:C17509",""
"Two thymine residues (in DNA); Two adjacent thymine residues (in DNA)","cpd:C17510",""
"N-Methylanthranilamide; N-Methyl-2-aminobenzamide","cpd:C17512",""
"trans-Crocetin (beta-D-glucosyl) (beta-D-gentibiosyl) ester","cpd:C17513",""
"4-o-Galloylbergenin","cpd:C17514",""
"Capsi-amide; N-(13-Methyltetradecyl)acetamide; CAP-A","cpd:C17515",""
"Capsianside A","cpd:C17516",""
"beta-Terpineol","cpd:C17517",""
"gamma-Terpineol","cpd:C17518",""
"Amaroswerin","cpd:C17519",""
"11-o-Galloylbergenin","cpd:C17520",""
"Mallotinic acid","cpd:C17521",""
"Mallogenin-3-o-alpha-L-rhamnopyranoside; Malloside","cpd:C17522",""
"Panogenin-3-o-alpha-L-rhamnopyranoside; Panoside","cpd:C17523",""
"Coroglaucigenin-3-o-alpha-L-rhamnopyranoside","cpd:C17524",""
"Corotoxigenin-3-O-alpha-L-rhamnopyranoside","cpd:C17525",""
"Boivinide A; Corotoxigenin-3-O-beta-D-glucopyranosyl-(1->4)-beta-D-digitalopyranoside","cpd:C17526",""
"Rengyol","cpd:C17527",""
"beta-Hydroxyacteoside","cpd:C17528",""
"(-)-Pinoresinol glucoside","cpd:C17529",""
"Methyl acetate; Devoton; Tereton","cpd:C17530",""
"Plantagoside","cpd:C17531",""
"Metoxadiazone","cpd:C17532",""
"Gambirtannine","cpd:C17533",""
"Cylindrin","cpd:C17534",""
"Aplotaxene","cpd:C17535",""
"Sibiricoside A","cpd:C17536",""
"Sibiricoside B","cpd:C17537",""
"Cimigenol","cpd:C17538",""
"Chikusetsusaponin III","cpd:C17539",""
"Chikusetsusaponin IV; Araloside A","cpd:C17540",""
"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-(glycyl)-D-alanyl-D-alanine; Und-PP-MurNAc-(GlcNAc)-L-Ala-D-isoglutaminyl-L-Lys-(Gly)-D-Ala-D-Ala","cpd:C17541","ko00550;ko01100"
"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-(glycyl)3-D-alanyl-D-alanine; Und-PP-MurNAc-(GlcNAc)-L-Ala-D-isoglutaminyl-L-Lys-(Gly)3-D-Ala-D-Ala","cpd:C17542","ko00550;ko01100"
"Chikusetsusaponin V; Ginsenoside Ro","cpd:C17543",""
"Chikusetsusaponin Ia","cpd:C17544",""
"Chikusetsusaponin Ib","cpd:C17545",""
"Akeboside Stf","cpd:C17546",""
